Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.53,0.54,0.81,1.87,0.06
2q,0.78,0.56,1.07,2.52,0.1
4q,1.23,0.58,1.51,3.38,0.18
8q,2.2,0.48,1.96,4.44,0.32
12q,3.19,0.44,2.45,5.44,0.42
