Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.96,2.35,3.14,4.35,0.03
2q,2.52,2.3,4.15,5.75,0.06
4q,2.9,2.25,5.21,7.73,0.11
8q,4.31,2.25,8.69,9.23,0.16
12q,5.61,2.08,11.73,12.19,0.2
