Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0022,0.01,-0.0148,-0.003,0.0005
2q,-0.0047,0.0123,-0.0184,-0.0048,0.0009
4q,-0.0115,0.0111,-0.0273,-0.0055,0.0016
8q,-0.0316,0.013,-0.0523,0.0005,0.0031
12q,-0.0639,0.0122,-0.084,-0.0123,0.0042
