Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0043,0.0029,-0.0121,-0.0101,0.0007
2q,-0.0077,0.0031,-0.0154,-0.0183,0.0011
4q,-0.0149,0.0024,-0.0223,-0.0399,0.0018
8q,-0.0269,0.0014,-0.033,-0.0716,0.0031
12q,-0.0385,0.0011,-0.0432,-0.0928,0.0042
