Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.11,0.99,1.49,2.71,0.07
2q,1.37,0.96,2.13,4.48,0.11
4q,2.2,0.95,3.32,7.13,0.18
8q,3.29,1.01,4.92,9.31,0.32
12q,4.23,1.06,5.79,10.28,0.42
