Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-1.4,-0.6,-70.1,3.2,-1.6
2q,2.7,1.4,-13.5,1.6,-14.1
4q,10.6,1.1,-4.5,2.3,-33.7
8q,20.7,-5.2,16.4,5.1,-84.7
12q,22.6,-3.2,16.3,8.4,-104.4
