Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,4.16,1.63,3.69,46.86,0.06
2q,5.6,1.56,2.98,33.02,0.1
4q,8.11,1.61,3.86,45.51,0.18
8q,12.15,1.73,4.64,52.34,0.32
12q,17.29,1.65,6.07,56.49,0.43
