Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.52,0.38,0.55,1.61,0.06
2q,0.99,0.36,0.97,2.71,0.1
4q,1.91,0.36,1.71,5.14,0.19
8q,3.47,0.36,3.11,9.82,0.32
12q,4.61,0.37,4.11,13.18,0.42
