Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-1.9,-15.3,-7.1,1.9,-89.2
2q,-6.4,-21.5,-11.0,2.9,-45.6
4q,-30.4,-6.7,-17.6,2.8,-20.6
8q,-37.6,-23.5,-19.0,26.3,-8.3
12q,-52.4,-7.8,-23.1,-21.8,-3.0
