Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-5.4,-0.4,0.2,1.7,-7.1
2q,-2.7,-0.1,-0.8,-1.2,-37.1
4q,-2.3,-0.1,-3.3,-7.1,-84.4
8q,-0.1,0.0,-1.6,-4.0,-164.6
12q,-1.1,-0.0,-1.6,-6.3,-167.3
