Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,19.1,6.3,28.1,2.5,4.6
2q,33.2,-2.6,35.2,5.3,11.2
4q,30.0,-5.3,30.1,6.9,12.4
8q,17.0,2.1,16.0,6.1,26.1
12q,14.4,0.9,10.5,4.9,30.1
