Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.75,2.38,0.84,5.35,0.03
2q,1.08,2.36,1.32,7.21,0.06
4q,1.97,2.34,2.5,10.6,0.11
8q,3.68,1.63,4.91,15.89,0.16
12q,4.57,1.59,6.97,17.83,0.2
