Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.6,2.77,1.76,2.04,0.06
2q,0.96,2.86,2.12,2.94,0.09
4q,1.77,3.2,3.06,4.27,0.13
8q,3.45,2.84,4.12,4.8,0.17
12q,5.85,2.69,5.08,7.09,0.21
