Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0001,0.0102,-0.0008,0.0403,0.0001
2q,0.0003,0.0094,-0.001,0.0663,0.0002
4q,0.0012,0.0108,-0.0017,0.1251,0.0004
8q,0.0047,0.0095,0.0002,0.2469,0.0011
12q,0.0076,0.0106,0.0077,0.3815,0.0016
