Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-17.2,-17.4,-55.1,57.0,-84.1
2q,-17.1,-20.5,-29.3,60.8,-41.7
4q,-16.6,-32.7,-19.3,68.5,-19.1
8q,-24.4,-28.9,-11.4,81.3,-7.9
12q,-57.9,-15.9,-11.0,81.8,-1.9
