Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.8,-3.7,3.6,0.3,-0.5
2q,-7.6,-0.3,5.9,-0.1,-12.2
4q,-6.3,1.6,1.4,-1.1,-35.9
8q,-2.6,1.3,2.2,-2.4,-85.0
12q,1.5,1.0,4.0,-1.9,-107.5
