Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0015,0.006,-0.0106,0.0081,0.0005
2q,-0.0017,0.0039,-0.0113,0.0066,0.0009
4q,-0.0178,0.0047,-0.067,-0.01,0.0016
8q,-0.0329,0.0056,-0.0818,-0.0097,0.0031
12q,-0.0301,0.0064,-0.0767,-0.0338,0.0043
