Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.39,1.21,2.0,45.42,0.06
2q,2.66,1.22,2.92,35.69,0.1
4q,6.04,1.25,9.32,38.46,0.18
8q,11.21,1.37,13.51,45.55,0.32
12q,14.28,1.44,15.47,58.69,0.43
