Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-2.9,1.4,-41.7,6.5,-85.4
2q,0.6,-6.3,-21.7,0.1,-42.4
4q,5.2,-16.6,-6.9,2.2,-17.8
8q,10.3,-9.9,-0.9,10.3,-10.6
12q,31.2,-6.7,-7.2,24.6,-4.1
