Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.1,0.88,1.94,5.06,0.06
2q,1.4,0.97,2.67,7.12,0.09
4q,2.09,1.12,3.43,12.46,0.13
8q,2.27,1.11,4.24,18.31,0.18
12q,2.27,1.11,5.06,18.52,0.21
