Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0008,0.0104,-0.0037,0.0024,0.0004
2q,0.0008,0.0094,-0.0039,0.0015,0.0006
4q,0.0057,0.011,-0.0007,0.004,0.0009
8q,0.0161,0.011,0.0082,0.0332,0.0016
12q,0.0142,0.0095,0.0094,0.0367,0.0021
