Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.6,-12.9,16.8,0.4,4.0
2q,-11.5,19.2,22.6,-0.0,12.1
4q,-35.7,22.8,35.7,0.6,14.3
8q,-56.7,12.9,31.3,-0.6,27.1
12q,-38.5,7.3,29.4,-1.9,33.0
