Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.11,0.99,1.61,5.04,0.06
2q,1.56,0.79,2.07,7.13,0.08
4q,2.83,0.87,2.2,12.38,0.11
8q,3.56,0.97,2.91,18.41,0.13
12q,3.14,1.03,3.57,18.87,0.14
