Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.45,0.53,0.52,1.76,0.06
2q,0.7,0.71,0.66,2.19,0.08
4q,1.18,0.65,1.03,2.82,0.11
8q,1.93,0.66,1.65,4.51,0.13
12q,2.6,0.79,2.18,6.24,0.14
