Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.45,0.55,0.56,1.79,0.03
2q,0.68,0.57,0.72,2.37,0.06
4q,1.16,0.56,1.21,3.23,0.11
8q,2.05,0.49,2.09,4.91,0.16
12q,2.84,0.46,2.9,6.52,0.2
