Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.3,0.7,-13.7,-2.9,-0.4
2q,5.8,-2.2,-15.8,0.5,-14.4
4q,13.0,-0.8,-15.8,4.1,-41.6
8q,26.6,-0.0,-4.7,9.9,-90.1
12q,30.6,3.0,3.4,10.4,-109.8
