Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0007,0.0007,0.0017,0.0004,0.0001
2q,0.0016,0.0011,0.0037,0.0007,0.0002
4q,0.0033,0.0011,0.0084,0.0026,0.0004
8q,0.0098,0.0012,0.0185,0.0095,0.0011
12q,0.0156,0.0013,0.027,0.0165,0.0016
