Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0007,0.0039,-0.0069,-0.0028,0.0005
2q,-0.0007,0.0056,-0.0106,-0.0048,0.0009
4q,0.0044,0.0068,-0.0122,-0.002,0.0017
8q,0.0199,0.006,0.0001,0.0178,0.0031
12q,0.0153,0.0061,-0.0062,0.0201,0.0042
