Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-2.4,-15.0,1.0,2.3,-7.1
2q,-1.7,-22.2,4.8,4.0,-37.1
4q,-1.4,-2.7,4.3,-1.0,-84.4
8q,-1.2,-4.1,2.3,-6.7,-164.6
12q,-1.5,-1.0,0.8,-11.4,-167.3
