Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-3.1,-4.4,-26.2,-1.7,-2.1
2q,-0.1,1.6,-31.8,-0.5,-14.3
4q,-3.9,0.5,-19.4,0.6,-40.3
8q,-11.9,-4.9,-0.4,-0.5,-84.4
12q,2.7,-1.4,7.2,3.1,-103.5
