Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-24.2,-6.5,-57.7,-15.2,-88.3
2q,-21.8,0.1,-57.7,-12.0,-62.6
4q,-17.0,-4.7,-31.2,-3.7,-64.2
8q,-28.6,-7.0,-8.0,-0.6,-103.4
12q,-3.8,-2.0,-0.1,3.5,-111.0
