Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.68,1.35,0.9,1.56,0.06
2q,1.22,1.37,1.46,2.7,0.11
4q,2.29,1.5,2.29,4.86,0.18
8q,4.43,1.42,3.68,7.81,0.32
12q,5.14,1.43,4.78,8.22,0.43
