Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.08,0.96,1.9,5.04,0.06
2q,1.38,1.03,2.7,7.15,0.1
4q,1.95,1.03,3.35,12.48,0.18
8q,2.27,1.01,4.3,18.31,0.32
12q,2.49,1.1,5.22,18.08,0.42
