Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,2.0,-8.9,1.7,0.5,-1.6
2q,1.8,-6.4,-1.0,-0.3,-12.3
4q,6.6,8.5,2.1,-0.1,-35.8
8q,0.3,8.6,-1.6,-0.0,-80.9
12q,-9.9,1.7,-3.2,2.4,-100.6
