Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,6.4,5.7,2.1,6.3,-7.1
2q,3.1,6.0,0.4,-4.3,-37.1
4q,-17.8,5.1,-4.3,-15.3,-84.4
8q,-46.2,0.6,-13.1,-27.9,-164.6
12q,-24.5,-0.0,-12.9,-29.7,-167.3
