Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.0015,0.0025,-0.0041,0.0,0.0004
2q,-0.0017,0.0022,-0.0053,0.0025,0.0006
4q,-0.0003,0.0027,-0.0054,0.0083,0.0009
8q,0.0052,0.0018,-0.0017,0.0159,0.0016
12q,0.0054,0.0018,-0.0025,0.004,0.0021
