Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.87,0.64,1.14,3.24,0.06
2q,1.47,0.6,1.95,5.34,0.09
4q,2.55,0.63,3.42,9.85,0.13
8q,4.05,0.57,5.39,16.91,0.17
12q,4.78,0.51,6.02,20.37,0.21
