Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-29.5,-1.5,-17.2,-3.7,-82.0
2q,-21.1,-0.4,-11.1,-3.5,-40.0
4q,-1.4,-2.0,0.5,1.9,-16.7
8q,17.7,-3.1,14.2,8.3,-8.4
12q,26.3,1.0,21.5,14.5,-2.6
