Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-32.9,-4.3,-96.4,-14.4,-89.3
2q,-47.5,-5.5,-128.4,-13.8,-61.6
4q,-64.9,-5.0,-142.9,-16.2,-61.3
8q,-61.2,-3.3,-136.9,-30.4,-100.2
12q,-98.2,-10.2,-174.3,-58.6,-107.7
