Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,3.5,-5.5,-12.2,-0.1,-4.0
2q,1.5,-4.2,-14.8,0.3,-15.1
4q,13.8,2.0,-7.6,3.3,-35.7
8q,23.7,0.1,-0.1,9.5,-81.0
12q,21.3,-5.1,-1.8,9.7,-102.2
