Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.006,0.0062,-0.0181,-0.0173,0.0005
2q,-0.0111,0.0075,-0.024,-0.0313,0.0009
4q,-0.0171,0.0078,-0.0331,-0.0489,0.0016
8q,-0.0239,0.008,-0.043,-0.0691,0.0031
12q,-0.041,0.009,-0.0656,-0.107,0.0042
