Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.8,-0.5,-0.5,-1.5,-9.9
2q,1.6,-0.1,-0.8,-2.0,-40.2
4q,2.2,0.0,-0.6,-1.1,-89.5
8q,1.4,-0.0,-0.7,-0.2,-174.6
12q,0.9,0.0,-0.5,-0.3,-179.1
