Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-21.4,-0.1,-45.6,-9.1,-84.2
2q,-51.3,-2.1,-56.0,-13.8,-42.1
4q,-68.9,-2.8,-70.9,-19.8,-18.4
8q,-88.0,-3.1,-93.2,-38.0,-9.0
12q,-102.5,-0.5,-111.2,-40.5,-1.9
