Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.004,0.0024,-0.008,-0.0091,0.0004
2q,-0.0079,0.0026,-0.0113,-0.0169,0.0006
4q,-0.0144,0.0027,-0.0201,-0.0327,0.0009
8q,-0.0298,0.0028,-0.0423,-0.0728,0.0016
12q,-0.0487,0.0031,-0.0664,-0.1153,0.002
