Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.69,0.58,1.08,3.11,0.06
2q,1.08,0.59,1.61,3.67,0.09
4q,1.86,0.61,2.6,5.23,0.13
8q,3.59,0.6,4.89,8.38,0.17
12q,5.52,0.61,7.34,12.62,0.21
