Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-40.2,-2.8,-29.6,-1.2,-85.8
2q,-26.3,0.4,-14.1,0.2,-43.4
4q,-9.6,-1.2,-6.1,2.5,-18.3
8q,9.2,2.0,11.1,7.2,-10.3
12q,15.4,-4.3,18.6,10.1,-4.5
