Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.51,0.38,0.56,1.65,0.06
2q,0.91,0.36,1.01,2.73,0.09
4q,1.65,0.36,1.81,5.03,0.13
8q,2.82,0.35,3.23,9.47,0.17
12q,3.59,0.39,4.03,12.56,0.21
