Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0009,0.0025,-0.0011,0.0016,0.0004
2q,0.002,0.0019,0.0003,0.0053,0.0006
4q,0.0041,0.0021,0.0038,0.0115,0.001
8q,0.0095,0.0022,0.0121,0.0269,0.0016
12q,0.0103,0.0026,0.0165,0.0336,0.0021
