Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.96,0.93,1.54,8.43,0.06
2q,1.36,0.86,1.72,11.04,0.08
4q,2.42,0.84,1.8,11.68,0.11
8q,3.21,1.09,2.65,16.3,0.13
12q,2.99,1.34,5.46,19.14,0.14
