Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.52,1.34,0.64,1.34,0.06
2q,1.0,1.35,0.83,2.38,0.08
4q,2.06,1.46,1.55,4.53,0.11
8q,4.02,1.44,3.57,7.7,0.13
12q,5.16,1.32,4.91,8.34,0.14
