Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,21.0,-3.9,10.3,12.6,3.9
2q,18.1,3.1,25.4,11.6,11.6
4q,6.3,3.5,19.5,7.3,14.0
8q,-1.5,-6.4,2.5,0.9,28.1
12q,2.2,6.6,4.8,1.8,32.7
