Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-32.6,-6.3,-16.3,-4.2,-83.1
2q,-28.3,-2.0,-12.7,-4.7,-45.5
4q,5.6,1.4,-6.0,6.0,-24.6
8q,24.4,0.6,9.6,11.6,-12.8
12q,28.4,-2.6,12.9,15.5,-5.1
