Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.65,2.14,1.16,3.33,0.06
2q,1.1,2.22,1.5,4.47,0.1
4q,1.93,2.2,2.34,7.12,0.18
8q,3.04,1.8,3.85,9.7,0.31
12q,3.62,2.03,5.13,7.22,0.41
