Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.64,2.14,0.73,3.34,0.03
2q,1.04,2.13,1.15,4.37,0.06
4q,1.86,2.17,2.05,7.08,0.11
8q,3.16,1.85,3.81,10.4,0.16
12q,4.03,1.81,5.24,8.67,0.2
