Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,1.0,3.2,-18.7,-0.5,-1.1
2q,7.7,0.6,-12.1,0.5,-13.3
4q,18.0,5.4,-2.2,2.8,-34.8
8q,33.6,6.9,9.3,8.2,-79.3
12q,47.4,-11.2,14.5,23.6,-95.8
