Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.1,-6.7,-37.6,-8.3,-79.0
2q,-2.5,9.6,-15.6,-1.9,-26.6
4q,-23.2,7.9,11.2,-1.4,-2.1
8q,-3.6,18.4,-16.1,-12.3,19.8
12q,-23.0,20.5,-87.4,-42.0,30.8
