Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.0001,0.0063,0.0013,-0.0046,0.0001
2q,0.0004,0.0066,0.0032,-0.0102,0.0002
4q,0.0003,0.007,0.0066,-0.0173,0.0004
8q,0.0038,0.0081,0.0135,-0.0215,0.0011
12q,0.0096,0.0081,0.0201,-0.031,0.0016
