Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.69,1.23,1.42,3.36,0.06
2q,1.05,1.04,1.36,5.25,0.08
4q,1.57,1.1,1.27,7.13,0.12
8q,1.95,0.93,2.25,8.0,0.13
12q,2.82,0.83,4.64,11.24,0.14
