Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,10.3,1.5,13.0,1.2,3.2
2q,20.2,-22.7,21.9,7.4,12.7
4q,22.2,-20.5,37.4,12.0,14.8
8q,19.7,-39.8,48.0,14.3,27.4
12q,33.2,-74.4,35.2,15.8,32.1
