Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.32,0.35,0.43,3.23,0.06
2q,0.47,0.4,0.6,2.78,0.08
4q,0.82,0.4,0.72,3.93,0.11
8q,1.44,0.48,1.08,4.84,0.13
12q,1.6,0.6,1.96,6.03,0.14
