Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-0.6,0.3,-16.5,-6.1,-78.3
2q,1.5,-24.2,-9.0,-5.8,-25.3
4q,0.7,-21.5,4.4,0.3,-1.2
8q,13.2,-38.9,-8.9,-16.9,19.9
12q,29.0,-82.6,-58.5,-31.9,29.8
