Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,5.7,-0.6,6.1,-0.1,-7.1
2q,5.6,0.9,8.8,-7.9,-37.1
4q,3.3,0.1,5.9,-26.3,-84.4
8q,0.9,-0.0,2.4,-52.8,-164.6
12q,0.6,-0.2,1.1,-88.8,-167.3
