Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,-5.6,-1.1,-86.9,-30.2,-85.5
2q,-13.2,-1.8,-48.8,0.9,-40.7
4q,-25.3,-1.8,-14.2,-2.4,-18.4
8q,-39.8,1.4,4.8,-5.9,-8.6
12q,-57.5,1.3,10.3,-13.0,-3.0
