Horizon,Real GDP,GDP Deflator Growth,Real Consumption,Real Investment,Euribor
1q,0.99,1.83,0.66,3.37,0.06
2q,1.23,1.8,0.83,3.44,0.08
4q,1.55,1.69,1.18,4.32,0.11
8q,2.05,1.58,2.2,5.99,0.13
12q,2.52,1.28,3.48,7.37,0.14
